hot_diggity_d,"['drugs', 'alcohol', 'seen', 'effect', 'honestly', 'hand', 'first', 'would', 'ive', 'depression']"
8pony323,"['boom', 'toits', 'monsters', 'funnynot', 'animals', 'mixed', 'mentalillness', 'funny', 'evil', 'kinda', 'moods', 'stomach', 'nervous', 'fast', 'animal', 'emotions', 'easy', 'strong', 'happy', 'mean', 'next', 'hate', 'wait', 'change', 'thats', 'everyone', 'something', 'cause', 'feeling', 'min', 'abuse', 'say', 'like', 'people', 'time', 'anxiety', 'depressed', 'real', 'get', 'one', 'hi', 'im', 'depression']"
bigbluefessions,"['tsu20', 'atp', 'tsu', 'individual', 'hanging', 'smile', 'caused', 'worth', 'everyday', 'helping', 'dream', 'problems', 'felt', 'guy', 'theres', 'suicidal', 'nothing', 'thoughts', 'school', 'keep', 'thats', 'always', 'try', 'amp', 'ive', 'depressed', 'anxiety', 'im', 'depression']"
jellytotsjamie,"['pjs', 'inevitably', 'valentines', 'mofuckin', 'cahms', 'rahul', 'craving', 'mcdonalds', 'habits', 'cos', 'netflix', 'frequent', 'dropped', 'discussing', 'lesson', 'wearing', 'esteem', 'mum', 'leave', 'report', 'chance', 'appointment', 'terrible', 'youve', 'lol', 'feelings', 'funny', 'cannot', 'dad', 'crying', 'house', 'therapist', 'twitter', 'panic', 'attacks', 'next', 'change', 'wont', 'psychology', 'went', 'alone', 'rly', 'tweet', 'everyone', 'actually', 'best', 'watch', 'therapy', 'mean', 'fuckin']"
lilgill88,"['expressing', 'concerns', 'swings', 'basic', 'haha', 'fear', 'often', 'chronic', 'mood', 'major', 'seem', 'bitch', 'bit', 'also', 'ive', 'anxiety', 'anxiet', 'depression']"
Andreas60632409,"['lmao', 'depression']"
HeatherHealing,"['conmit', 'missy', 'nope', 'daughter', 'deep', 'tough', 'week', 'ya', 'suffer', 'well', 'su', 'depression']"
JSwederofsky,"['voted', 'hadnt', 'second', 'great', 'may', 'time', 'depression']"
Dinasaur10,"['induction', 'admin', 'fist', 'commited', 'dramatic', 'spot', 'autism', 'facebook', '80', 'following', 'page', 'hospital', 'either', 'meet', 'wanted', 'commit', 'uni', 'makes', 'suicide', 'sad', 'someone', 'know', 'feel', 'time', 'dont', 'day', 'lik', 'anxiety', 'depression']"
Kei9ball,"['sayo', 'headcanons', 'crushes', 'already', 'everyon', 'said', 'think', 'one', 'depression']"
danlybarger,"['bertolucci', 'heartbreaking', 'pretending', 'epic', 'film', 'slip', 'lived', 'turned', 'shame', 'watching', 'ocd', 'addiction', 'life', 'dont', 'ear', 'depression']"
MaddieMcculley,"['toooo', 'spring', 'summer', 'winter', 'constant', 'fall', 'living', 'attack', 'seasonal', 'much', 'think', 'stress', 'anxiety', 'depression']"
Januarymemessuc,"['karen', 'yiayfix', 'wife', 'beautiful', 'children', 'kids', 'took', 'severe', 'back', 'get', 'depression']"
Grahamwatkins68,"['graham', '50', 'enough', 'benefits', 'lonely', 'struggling', 'single', 'daily', 'name', 'bei', 'alone', 'could', 'suffer', 'stress', 'age', 'life', 'depressed', 'anxiety', 'im', 'hi', 'depression']"
Novemixed,"['vans', 'white', 'close', 'damn', 'sucks', 'worse', 'friends', 'getting', 'back', 'really', 'dont', 'depression']"
DanaWard124,"['sells', 'desk', 'magical', 'tbh', 'especially', 'kids', 'job', 'whole', 'wont', 'suicidal', 'worse', 'lol', 'kind', 'anyone', 'getting', 'didnt', 'week', 'tell', 'give', 'never', 'love', 'life', 'depressed', 'like', 'depression']"
ValsTrashCan,"['doodle', 'liked', 'stressed', 'believe', 'wanna', 'feeling', 'someone', 'never', 'work', 'good', 'feel', 'cant', 'want', 'depressed', 'dont', 'im', 'depression']"
JoelsFTW,"['mlpersbronys', 'dclegends', 'dctv', 'dccomics', 'dungeonsanddragons', 'manic', 'legends', 'dampd', 'loathing', 'followers', 'party', 'wonderful', 'absolutely', 'probably', 'sucks', 'without', 'play', 'might', 'thanks', 'feeling', 'lot', 'old', 'well', 'still', 'cant', 'think', 'feel', 'know', 'depressed', 'im', 'depression']"
VettrimaaranVJ,"['disturbed', 'youamp', 'valuable', 'hence', 'friendship', 'mentally', 'nowi', 'please', 'deal', 'right', 'talk', 'heal', 'cant', 'need', 'help', 'see', 'thing', 'im', 'depression']"
charcoalhorse1,"['surprised', 'especially', 'symptoms', 'making', 'many', 'thank', 'anxiety']"
riisingmoon,"['stresseaters', 'truck', 'hitting', 'sooo', 'cope', 'idk', 'word', 'much', 'even', 'stress', 'ate', 'like', 'one', 'depression']"
spiritreaver1,"['charity', 'follows', 'thanksgiving', 'livestreaming', 'explosive', 'peoole', 'effected', 'alao', 'mixer', 'spiritreviveds', 'tiltify', 'fundraiser', 'fortnite', 'variety', 'alliance', 'support', 'difference', 'darker', 'streams', 'streamer', 'supporting', 'deeper', 'channel', 'mentalhealth', 'lets', 'check', 'minds', 'similar', 'actually', 'games', 'changed', 'officially', 'issues', 'hopefully', 'mentalhealthmatters', 'preventio', 'lives', 'insomnia', 'stop', 'meet', 'daily', 'true', 'run', 'health', 'nice', 'whats', 'honestly', 'deal', 'major', 'family']"
MzCatieB,"['inspired', 'helped', 'others', 'find', 'friends', 'amp', 'deal', 'love', 'help', 'get', 'eve', 'depression']"
spartangod101,"['bress', 'aids', 'overcome', 'dying', 'dat', 'serious', 'something', 'look', 'make', 'see', 'men', 'day', 'like', 'one', 'depression']"
virgobackwood,"['along', 'wanted', 'kill', 'worse', 'getting', 'never', 'anxiety', 'depression']"
juliahosack,"['optometrist', 'disabilities', 'vision', 'mostly', 'saw', 'shes', 'tried', 'havent', 'said', 'hear', 'last', 'week', 'new', 'therapy', 'really', 'people', 'feel', 'depressed', 'dont', 'fe', 'depression']"
Littlepumpkin03,"['comebackngeh', 'perfomance', 'whatever', 'mma', 'next', 'show', 'something', 'bts', 'good', 'really', 'like']"
GmbCopeKy,"['epilepsy', 'argue', 'diseases', 'control', 'reason', 'addiction', 'bc', 'like', 'depression']"
JK98301178,"['suicideawareness', 'suicideprevention', 'reasons', 'stuff', 'kill', 'worse', 'self', 'give', 'lot', 'make', 'want', 'suicide', 'dont', 'depressed']"
seasonalaf,"['leeches', 'riser', 'hibernatefullon', 'hibernationmon', 'sugarcrashing', 'postthanksgiving', 'cancelledthanksgivingbecause', 'oncoming', 'warmth', 'heaviness', 'painstress', 'gawd', 'accomplishment', 'marathon', 'lighter', 'gratitude', 'damned', 'juice', 'sore', 'sugar', 'seasonal', 'attach', 'becomes', 'meditation', 'lift', 'brought', 'december', 'soul', 'happened', 'tough', 'minutes', 'totally', 'pick', 'tired', 'holidays', 'raw', 'struggle', '100', 'helping', 'holiday', 'heck', 'looking', 'agree', 'working', 'wasnt', 'important', 'gets', 'early', 'light', 'wow']"
GOTHSALAD,"['unlocked', 'suicdally', 'whack', 'bowl', 'smth', '9am', 'town', 'combination', 'smoke', 'perfect', 'bpd', 'wake', 'therapist', 'maybe', 'lol', '20', 'friends', 'slee', 'shit', 'new', 'right', 'back', 'rn', 'think', 'way', 'depressed', 'ive', 'im', 'depression']"
diamonddarling,"['simply', 'reality', 'complete', 'fully', 'family', 'sad', 'new', 'never', 'thank', 'time', 'depressed', 'dont', 'depression']"
BenDzhurayev,"['permanent', 'sensitive', 'badly', 'grateful', 'fucked', 'insomnia', 'else', 'emotional', 'making', 'everything', 'call', 'days', 'hard', 'life', 'thing', 'im', 'depression']"
cloutpotato,"['taste', 'للصبللصبرر', 'fidel', 'aesthetics', 'youtube', 'gotta', 'question', 'power', 'ya', 'boo', 'hey', 'sup', 'mean', 'ok', 'dont', 'ever', 'depression']"
Cosette2016,"['protrump', 'hysterical', 'secretly', 'fb', 'memes', 'page', 'mostly', 'gone', 'follow', 'ones', 'one', 'anxiety']"
ESL_teach,"['admit', 'two', 'say', 'mom', 'years', 'anxiety', 'depression']"
ajquist,"['deer', 'thrice', 'seratonin', 'hunter', 'beating', 'cured', 'twice', 'video', 'balance', 'watched', 'seasonal', 'today', 'depression']"
Jeff_Brosnan,"['psychic', 'manifests', 'underlying', 'solution', 'worked', 'short', 'anger', 'term', 'therapist', 'problem', 'pain', 'ready', 'addiction', 'people', 'wi', 'men', 'al', 'depression']"
PeachyTay_,"['fiction', 'percent', '100', 'moment', 'sex', 'fact', 'put', 'shit', 'amp', 'time', 'im', 'depression']"
gildedthoughts,"['taekook', 'peek', 'gamer', 'sneak', 'within', 'performance', 'lil', 'next', 'nap', 'two', 'made', 'gonna', 'less', 'comm', 'last', 'sad', 'post', 'bts', 'day', 'one', 'go', 'im', 'depression']"
ScotsRanger82,"['struggles', 'thankful', 'someone', 'amp', 'anxiety', 'im', 'depression']"
SairenVillain,"['activity', 'six', 'hitting', 'baby', 'rough', 'guys', 'lack', 'pretty', 'wont', 'worse', 'god', 'sorry', 'oh', 'sleep', 'things', 'let', 'anxiety', 'hi', 'im', 'th', 'depression']"
VMahugh,"['pal', 'okay', 'depression']"
Penikka2,"['begging', 'yiayfix', 'matter', 'world', 'please', 'love', 'feel', 'dont', 'like', 'ever', 'one', 'im', 'depression']"
khneoya,"['kihyun', 'distance', 'content', 'avoid', 'crazy', 'days', 'think', 'depression']"
Silvermoonwolf5,"['socalled', 'psychotically', 'paralyzingly', 'hopelessness', 'tries', 'thanksgiving', 'quote', 'active', 'simple', 'perfect', 'choice', 'via', 'mess', 'feels', 'suicidal', 'kill', 'doesnt', 'great', 'person', 'today', 'let', 'good', 'going', 'depressed', 'day', 'like', 'im', 'depression']"
Nozomi_X_Kibou,"['whag', 'recoveryi', '2015', 'harmed', '2016', 'attempted', 'feels', 'commit', 'great', 'self', 'years', 'suicid', 'know', 'like', 'depression']"
Krismxox,"['str8', 'aunt', 'gf', 'breaking', 'lonely', 'heat', 'cute', 'couple', 'sum', 'theyre', 'lost', 'makes', 'happy', 'used', 'bc', 'af', 'things', 'depressed', 'anxiety', 'im', 'depression']"
vamprave,"['osteoporosis', 'crippling', 'depression']"
openheart333,"['classical', 'clearing', 'carries', 'instrumental', 'healing', 'relaxation', 'added', 'causing', 'worked', 'playlist', 'music', 'truth', 'relief', 'emotions', 'interesting', 'article', 'energy', 'video', 'lot', 'able', 'good', 'see', 'stress', 'people', 'way', 'depression']"
antivistmatz,"['affecting', 'headache', 'kickin', 'crazy', 'exact', 'moment', 'came', 'started', 'school', 'wish', 'sorry', 'mind', 'stress', 'like', 'depression']"
ABES_FACE,"['punishment', 'outcome', 'climax', 'encounter', 'vomit', 'reads', 'adam', 'deserved', 'labor', 'example', 'somehow', 'negative', 'possible', 'positive', 'bein', 'means', 'wasnt', 'chronic', 'youre', 'god', 'yall', 'okay', 'pain', 'que', 'mind', 'better', 'great', 'fun', 'thought', 'person', 'right', 'post', 'bad', 'going', 'every', 'feel', 'kno', 'thing', 'eve', 'ar', 'depression']"
anngilbert08,"['train', 'things', 'today', 'hit', 'time', 'dont', 'like', 'depression']"
AllyLockheart,"['secrets', 'sister', 'yel', 'planning', 'curious', 'homework', 'teacher', 'wrote', 'note', 'attention', 'stag', 'goes', 'saying', '10', 'ask', 'everyone', 'cause', 'suicide', 'hard', 'would', 'say', 'help', 'like', 'get', 'one', 'anxiety', 'im']"
mspixieriot,"['painfully', 'agitated', 'relaxing', 'confront', 'decades', '36', 'immediate', 'todays', 'danger', 'physically', 'doctors', 'exhausted', 'spent', 'hospital', 'supposed', 'spend', 'fucked', 'course', 'entire', 'anyway', 'tonight', 'attacks', 'probably', 'feeling', 'years', 'lot', 'old', 'say', 'want', 'life', 'stress', 'way', 'day', 'ive', 'im', 'anxiety', 'depression']"
rfullsun,"['meds', 'part', 'take', 'would', 'make', 'want', 'anxiety', 'depression']"
_Prime_Cyrus,"['attention', 'saying', 'tell', 'want', 'lov', 'really', 'people', 'ill', 'dont', 'depression']"
jmnsweeet,"['illuminati', 'bitchass', 'armies', 'lmfaooooo', 'zoned', 'pretended', '200k', 'frantically', 'flexing', 'volume', 'computer', 'gala', 'vlive', 'presence', 'crowd', 'asian', 'section', 'questioning', 'whoever', 'rlly', 'sending', 'moms', 'screen', 'bts', 'hoe', 'concert', 'intro', 'fake', 'annoying', 'whenever', 'shows', 'difference', 'award', 'stage', 'imagine', 'close', 'gotta', 'looking', 'guys', 'theyre', 'twitter', 'watching', 'stay', 'special', 'sec', 'turn', 'head', 'yall', 'show', 'literally']"
80SHORRORFlLM,"['napoleon', 'dynamite', 'watching', 'better', 'therapy', 'rn']"
Victoria_BPP,"['festival', 'conference', 'opportunities', 'maintaining', 'film', 'wellness', 'reduce', 'quickly', 'togetherstronger', 'nocost', 'promotes', 'mentalwellness', 'timeless', 'ceos', 'sirree', 'sandra', 'dramedys', 'agriculture', 'keynoting', 'facilitating', 'yogis', 'seals', 'pups', 'keynote', 'lakshmi', 'yatham', 'firecracker', 'exceeding', 'dissolve', 'mentalilness', 'wildfires', 'beginners', 'neighbourhood', 'hosptal', 'yvr', 'mentalillness', 'mentalhealth', 'tip', 'subject', 'proven', 'key', 'tactic', 'insights', 'advocates', 'thnks', 'dawson', 'pioneer', 'needle', 'toronto', 'implications']"
fedex_cruz,"['religion', 'american', 'semester', 'latin', 'history', 'study', 'lol', 'last', 'things', 'depression']"
Zackthenerd15,"['pence', 'shocked', 'mike', 'conversion', 'wants', 'text', 'igno', 'article', 'yet', 'gets', 'different', 'havent', 'best', 'therapy', 'always', 'never', 'read', 'people', 'like', 'ive', 'anxiety', 'depression']"
junofloopy,"['broken', 'become', 'since', 'home', 'ago', 'years', 'never', 'talk', 'rn', 'stress', 'im', 'depression']"
PsynicDee,"['caught', 'bomb', 'key', 'seems', 'atm', 'might', 'tell', 'well', 'get', 'way', 'like', 'depression', 'de']"
Uptown_Ariana,"['sometimesalways', 'relevant', 'brown', 'listened', 'confident', 'water', 'powerful', 'hold', 'knows', 'remind', 'fall', 'aint', 'mf', 'hole', 'take', 'care', 'rob', 'les', 'bad', 'cant', 'need', 'even', 'man', 'feel', 'anxiety', 'im', 'depression']"
MadMouzey,"['bscj', 'forensic', 'programming', 'digi', 'faces', 'memory', 'total', 'remember', 'started', 'psychology', 'used', 'bs', 'ptsd', 'shit', 'ms', 'amp', 'want', 'really', 'na', 'depression']"
mikalaashton1,"['fuckeddd', 'protects', 'annoyingly', 'meditate', 'encouraging', 'locks', 'plz', 'environment', 'talks', 'smoke', 'thinks', 'happened', 'knowing', 'situation', 'hits', 'words', 'pray', 'daily', 'years', 'comes', 'took', 'final', 'suicidal', 'making', 'nothing', 'thoughts', 'someone', 'ago', 'abuse', 'high', 'away', 'mind', 'bc', 'less', 'stress', 'cause', 'deal', 'thats', 'lie', 'going', 'got', 'amp', 'even', 'love', 'mental', 'ten', 'ive', 'one', 'im', 'depression']"
BenchingGaming,"['comittments', 'manup', 'desensitised', 'confirm', 'achievement', 'alright', 'leaves', 'often', 'thinks', 'cheer', 'cancel', 'youre', 'quite', 'videos', 'huge', 'anxious', 'definitely', 'true', 'probably', 'thinking', 'yeah', 'proble', 'anyone', 'bed', 'hope', 'getting', 'bit', 'someone', 'abuse', 'bad', 'fuck', 'need', 'people', 'know', 'depressed', 'get', 'anxiety', 'ca', 'depression']"
QueenBeeThaOG,"['sleepygetting', 'nerves', 'niggas', 'prescribed', 'choice', 'twice', 'barely', 'medicine', 'gotten', 'childhood', 'lives', 'state', 'fighting', 'aint', 'therapist', 'dealing', 'could', 'another', 'felt', 'went', 'yall', 'amp', 'wish', 'anything', 'best', 'addiction', 'friends', 'shit', 'thats', 'times', 'bad', 'ass', 'make', 'help', 'see', 'think', 'fr', 'ive', 'get', 'like', 'one', 'anxiety', 'depression', 'depressi']"
RabbitWhat,"['martha', 'jewel', 'linehan', 'custody', 'hospitalization', 'musician', 'persons', 'leading', 'example', 'similar', 'looked', 'risk', 'reduce', 'causes', 'says', 'anyway', 'often', 'dog', 'nice', 'phys', 'disorder', 'care', 'thought', 'star', 'things', 'also', 'suicide', 'like', 'dont', 'really', 'people', 'real', 'anxiety', 'depression']"
cheeriecherry,"['bts', 'read', 'want', 'au']"
Unaamorcita,"['equipped', 'bruh', 'genuinely', 'wtf', 'looking', 'youre', 'another', 'arent', 'tweet', 'deal', 'lot', 'going', 'like', 'people', 'depressed', 'thing', 'im', 'depression']"
BenjaminPoss,"['paralyzed', 'conquer', 'battling', 'especially', 'often', 'felt', 'started', 'alone', 'struggle', 'world', 'great', 'youre', 'times', 'days', 'still', 'feel', 'anxiety', 'depression']"
kirajackson554,"['bring', 'wen', 'hate', 'really', 'people', 'dont', 'like', 'depression']"
LawrenceHnyc,"['lhnyc', 'yournotalone', 'iamnotmystigma', 'womaninthemirror', 'maninthemirror', 'breastcancerawarenessmonth', 'midnight', 'nyc', 'york', 'followthejourney', 'blackmensmiling', 'freebie', 'youmatter', 'undefined', 'harlem', 'thrivenyc', 'fcbclive', 'flexfriday', 'kickboxing', 'ilkb', 'breastcancerawareness', 'motivationalquotes', 'igtv', 'blackmentalhealth', 'silencetheshame', 'seemed', 'throughout', 'prayer', 'facts', 'depressionawareness', 'superpowers', 'entrepreneurs', 'flexing', 'pink', 'sanity', 'mentalhealthawareness', 'several', 'choices', 'library', 'mentalhealthmatters', 'pray', 'value', 'saturday', 'lesson', 'opening', 'mentalhealth', 'facebook', 'selfcare', 'antidepressant', 'peace']"
LindsayKaeJae,"['reunion', 'discouraged', 'judged', 'awkward', 'mission', 'nowhere', 'followers', 'failure', 'hasnt', 'ashamed', 'mostly', 'felt', 'happened', 'supposed', 'hits', 'dark', 'crying', 'yet', 'gets', 'twitter', 'moment', 'honestly', 'many', 'sucks', 'without', 'thoughts', 'struggle', 'everyone', 'sometimes', 'grea', 'start', 'come', 'though', 'talk', 'bad', 'let', 'even', 'really', 'like', 'people', 'know', 'depressed', 'dont', 'anxiety', 'im', 'depression']"
estaetics,"['sooooo', 'concert', 'empty', 'attend', 'stream', 'watching', 'gonna', 'live', 'post', 'bts', 'rn', 'think', 'feel', 'im', 'depression']"
khausman,"['fords', 'voice', 'justice', 'runs', 'victims', 'silent', 'scary', 'teenage', 'kept', 'strength', 'girls', 'sexual', 'power', 'others', 'family', 'alone', 'liste', 'two', 'please', 'love', 'thank', 'abuse', 'today', 'let', 'help', 'dr', 'son', 'know', 'get', 'depression']"
FatehahZolkifli,"['untreated', 'developed', 'small', 'major', 'disorder', 'since', 'anxiety', 'depression']"
jaredsprobiotic,"['gowithyourgut', 'vary', 'geography', 'floatation', 'gut', 'hygiene', 'bacteria', 'recorded', 'depending', 'gender', 'podcast', 'diet', 'discuss', 'works', 'favor', 'episode', 'medication', 'week', 'new', 'would', 'age', 'health', 'let', 'good', 'know', 'therapy', 'amp', 'stress', 'use', 'us', 'anxiety', 'depression']"
vandanak7023,"['hearty', 'dear', 'okay', 'thanks', 'trying', 'many', 'times', 'hard', 'come', 'depression']"
QUIRKJAE,"['mouth', 'rewrote', 'fandoms', 'tedx', 'armchair', 'revolves', 'mouths', 'unless', 'lamb', 'lesser', 'mentioning', 'defend', 'artists', 'paying', 'alot', 'said', 'otherwise', 'goodnight', 'popular', 'everytime', 'bts', 'fans', 'awards', 'physically', 'attend', 'although', 'keep', 'multi', 'didnt', 'stream', 'attention', 'everything', 'army', 'name', 'decide', 'wrong', 'first', 'concert', 'agree', 'bring', 'stop', 'support', 'seem', 'coming', 'around', 'come', 'line', 'literally', 'ori', 'say']"
roknwrship,"['falsely', 'victory', 'sickness', 'leads', 'pray', 'thoughts', 'anything', 'suicide', 'anxiety', 'depression']"
HidingNDAttic,"['newborn', 'planning', 'committing', 'somewhere', 'postpartum', 'related', 'mother', 'must', 'isnt', 'stigma', 'put', 'around', 'tweet', 'ask', 'thats', 'suicide', 'see', 'every', 'end', 'time', 'im', 'depression']"
AngelLoveStarks,"['guest', 'says', 'find', 'seasonal', 'long', 'last', 'real', 'year', 'depression']"
softelton,"['100', 'suicidal', 'thoughts', 'talking', 'unc', 'makes', 'suicide', 'try', 'get', 'dont', 'depression']"
slush_tae,"['uhm', 'uncut', 'handsome', 'researcher', 'kim', 'faces', 'trash', 'anybody', 'country', 'program', 'roy', 'tv', 'link', 'performance', 'enjoy', 'looking', 'concert', 'bts', 'nothing', 'stan', 'watch', 'sit', 'post', 'need', 'even', 'im', 'depression']"
